drug_name,medical_condition,drug_classes,activity,pregnancy_category,rating,no_of_reviews,side_effect_categories
179,Hayfever,50,1.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'systemic', 'hearing']"
347,Hayfever,182,1.0,2,0.0,0.0,['other']
400,Hayfever,183,1.0,2,5.7,137.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'systemic', 'vision']"
437,Hayfever,184,1.0,2,5.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'systemic', 'mental_health', 'vision', 'weight_appetite']"
755,Hayfever,264,1.0,1,1.7,3.0,"['allergic', 'neurological', 'cardiovascular', 'sleep_disorder']"
1292,Hayfever,264,1.0,2,6.6,56.0,"['gastrointestinal', 'allergic', 'neurological', 'cardiovascular', 'sleep_disorder', 'mental_health']"
1721,Hayfever,264,1.0,1,3.6,35.0,"['allergic', 'neurological', 'cardiovascular', 'sleep_disorder']"
1875,Hayfever,274,1.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'systemic', 'hearing']"
1915,Hayfever,182,1.0,1,7.5,4.0,"['allergic', 'muscle_pain', 'cardiovascular', 'systemic']"
2007,Hayfever,182,1.0,2,8.2,11.0,"['allergic', 'renal', 'muscle_pain', 'dermatological', 'systemic']"
2286,Hayfever,184,1.0,1,9.0,1.0,"['allergic', 'systemic', 'vision']"
145,Hayfever,264,0.0,1,1.0,1.0,"['allergic', 'neurological', 'cardiovascular', 'sleep_disorder']"
168,Hayfever,264,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'vision', 'blood_pressure']"
182,Hayfever,264,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
185,Hayfever,264,0.0,1,0.0,0.0,"['neurological', 'sleep_disorder']"
189,Hayfever,264,0.0,2,0.0,0.0,['other']
310,Hayfever,50,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
537,Hayfever,264,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'blood_pressure']"
538,Hayfever,264,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'blood_pressure']"
544,Hayfever,264,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'blood_pressure']"
545,Hayfever,264,0.0,2,10.0,3.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'blood_pressure']"
547,Hayfever,264,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'blood_pressure']"
628,Hayfever,50,0.0,2,9.3,3.0,"['allergic', 'neurological', 'renal', 'cardiovascular']"
630,Hayfever,50,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
714,Hayfever,264,0.0,2,8.9,9.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
725,Hayfever,184,0.0,2,6.4,17.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'systemic', 'mental_health', 'vision', 'sexual_health', 'weight_appetite', 'blood_pressure']"
749,Hayfever,264,0.0,2,9.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'cardiovascular', 'systemic', 'sleep_disorder', 'weight_appetite']"
750,Hayfever,264,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'cardiovascular', 'systemic', 'sleep_disorder', 'weight_appetite']"
748,Hayfever,50,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder']"
761,Hayfever,264,0.0,1,0.0,0.0,"['neurological', 'sleep_disorder']"
765,Hayfever,50,0.0,1,10.0,1.0,"['allergic', 'vision']"
876,Hayfever,182,0.0,1,7.5,5.0,"['allergic', 'muscle_pain', 'cardiovascular', 'systemic']"
908,Hayfever,264,0.0,2,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
909,Hayfever,264,0.0,2,10.0,3.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
950,Hayfever,264,0.0,2,9.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'cardiovascular', 'systemic', 'sleep_disorder', 'weight_appetite']"
969,Hayfever,264,0.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'sleep_disorder', 'vision', 'blood_pressure']"
967,Hayfever,50,0.0,1,6.8,4.0,"['allergic', 'neurological', 'sleep_disorder']"
992,Hayfever,264,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
1020,Hayfever,264,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'blood_pressure']"
1021,Hayfever,264,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
1418,Hayfever,11,0.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological']"
1446,Hayfever,50,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
1447,Hayfever,50,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
1448,Hayfever,50,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
1452,Hayfever,11,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological']"
1617,Hayfever,50,0.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'cardiovascular']"
1656,Hayfever,264,0.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'sleep_disorder']"
1708,Hayfever,264,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'blood_pressure']"
1710,Hayfever,264,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
1722,Hayfever,264,0.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'sleep_disorder']"
1849,Hayfever,11,0.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological']"
1856,Hayfever,274,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
1916,Hayfever,184,0.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure']"
1994,Hayfever,11,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological']"
2023,Hayfever,11,0.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological']"
2150,Hayfever,50,0.0,1,0.0,0.0,['other']
2237,Hayfever,11,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological']"
2238,Hayfever,11,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological']"
2326,Hayfever,264,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'blood_pressure']"
2330,Hayfever,183,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'sleep_disorder', 'blood_pressure']"
2332,Hayfever,50,0.0,1,0.0,0.0,"['allergic', 'neurological', 'renal', 'vision']"
2333,Hayfever,274,0.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'sleep_disorder', 'vision', 'blood_pressure']"
2334,Hayfever,264,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'blood_pressure']"
2335,Hayfever,50,0.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'cardiovascular']"
2384,Hayfever,264,0.0,1,10.0,10.0,"['gastrointestinal', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'vision']"
2462,Hayfever,264,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2571,Hayfever,11,0.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological']"
2858,Hayfever,184,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'systemic', 'mental_health', 'vision', 'sexual_health', 'weight_appetite', 'blood_pressure']"
96,Herpes,216,100.0,1,8.0,94.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'dermatological']"
2733,Herpes,216,28.0,1,5.8,9.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'systemic', 'hearing', 'blood_pressure']"
2896,Herpes,256,22.0,1,9.3,4.0,"['allergic', 'dermatological']"
14,Herpes,252,18.0,4,4.5,422.0,"['allergic', 'neurological']"
96,Herpes,256,16.0,1,8.6,14.0,"['allergic', 'dermatological']"
2897,Herpes,256,13.0,1,8.7,3.0,"['muscle_pain', 'dermatological']"
2895,Herpes,216,11.0,1,7.4,7.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'dermatological']"
1043,Herpes,252,10.0,4,4.6,433.0,"['allergic', 'neurological']"
514,Herpes,175,5.0,4,10.0,1.0,['allergic']
172,Herpes,175,4.0,4,10.0,1.0,['allergic']
1697,Hypertension,20,98.0,3,4.9,540.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
1729,Hypertension,23,59.0,3,4.5,527.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'weight_appetite']"
1475,Hypertension,238,41.0,1,5.0,151.0,"['gastrointestinal', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision']"
454,Hypertension,23,15.0,3,7.2,109.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
1362,Hypertension,150,15.0,2,4.4,15.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'vision', 'hearing', 'weight_appetite', 'blood_pressure', 'diabetes']"
871,Hypertension,23,12.0,3,6.1,56.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
1477,Hypertension,3,12.0,3,5.6,75.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision']"
565,Hypertension,99,11.0,2,6.2,212.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'sleep_disorder']"
1023,Hypertension,23,10.0,3,6.6,62.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
2736,Hypertension,23,9.0,3,5.5,132.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
376,Hypertension,23,8.0,3,5.2,38.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
1167,Hypertension,20,8.0,3,4.8,20.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic']"
1473,Hypertension,269,8.0,2,2.7,77.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'weight_appetite', 'blood_pressure']"
1653,Hypertension,150,8.0,2,4.2,10.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'hearing', 'weight_appetite', 'blood_pressure', 'diabetes']"
1943,Hypertension,93,7.0,2,3.9,96.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular']"
2190,Hypertension,20,7.0,3,5.5,10.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
2242,Hypertension,20,7.0,3,5.8,97.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic']"
2856,Hypertension,20,7.0,3,6.7,12.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
1017,Hypertension,94,6.0,2,5.1,69.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
1478,Hypertension,22,6.0,3,6.3,57.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision', 'weight_appetite']"
1581,Hypertension,23,6.0,3,4.4,93.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
2004,Hypertension,23,6.0,3,6.4,177.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
2750,Hypertension,20,6.0,3,2.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic']"
718,Hypertension,238,5.0,1,3.8,33.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
1486,Hypertension,208,5.0,2,5.6,45.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite']"
245,Hypertension,2,4.0,3,5.8,50.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
446,Hypertension,20,4.0,3,5.4,20.0,"['gastrointestinal', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'weight_appetite']"
511,Hypertension,99,4.0,2,6.8,48.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'vision', 'weight_appetite']"
1024,Hypertension,22,4.0,3,6.7,20.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
1061,Hypertension,12,4.0,2,4.5,31.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
1762,Hypertension,208,4.0,2,9.3,5.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite']"
455,Hypertension,22,3.0,3,6.5,28.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
605,Hypertension,23,3.0,3,4.4,81.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
637,Hypertension,94,3.0,2,5.5,14.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
1255,Hypertension,21,3.0,3,5.8,56.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
1637,Hypertension,188,3.0,2,5.9,20.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite']"
2108,Hypertension,20,3.0,3,4.8,40.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'weight_appetite']"
2219,Hypertension,20,3.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
2528,Hypertension,23,3.0,3,5.3,79.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
210,Hypertension,20,2.0,3,6.8,8.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic']"
252,Hypertension,21,2.0,3,5.8,59.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
307,Hypertension,238,2.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'sexual_health', 'weight_appetite', 'blood_pressure']"
357,Hypertension,82,2.0,3,8.6,6.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'mental_health', 'weight_appetite']"
406,Hypertension,21,2.0,3,8.5,59.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'weight_appetite', 'blood_pressure']"
618,Hypertension,20,2.0,3,7.4,7.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
632,Hypertension,94,2.0,2,1.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
636,Hypertension,9,2.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
643,Hypertension,34,2.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'weight_appetite']"
644,Hypertension,34,2.0,2,8.0,8.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'sexual_health', 'weight_appetite']"
1105,Hypertension,208,2.0,2,4.7,7.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite']"
1214,Hypertension,238,2.0,1,0.0,0.0,['other']
1276,Hypertension,93,2.0,2,4.5,15.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
1487,Hypertension,22,2.0,3,6.8,24.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
1509,Hypertension,22,2.0,3,6.6,21.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision', 'weight_appetite']"
1536,Hypertension,238,2.0,1,4.2,18.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
1545,Hypertension,131,2.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
1732,Hypertension,2,2.0,3,5.9,29.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
1822,Hypertension,23,2.0,3,5.6,38.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
1824,Hypertension,238,2.0,1,8.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'sexual_health', 'weight_appetite', 'blood_pressure']"
1921,Hypertension,99,2.0,2,6.0,243.0,"['allergic', 'neurological', 'cardiovascular', 'weight_appetite']"
2165,Hypertension,35,2.0,2,4.0,11.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
2194,Hypertension,93,2.0,2,5.7,3.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular']"
2230,Hypertension,20,2.0,3,5.6,10.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic']"
2539,Hypertension,12,2.0,2,5.1,13.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'vision']"
23,Hypertension,20,1.0,3,0.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic']"
98,Hypertension,93,1.0,2,7.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular']"
129,Hypertension,93,1.0,2,8.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'sexual_health', 'weight_appetite', 'blood_pressure']"
248,Hypertension,164,1.0,3,9.7,7.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision']"
249,Hypertension,21,1.0,3,8.4,60.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'weight_appetite', 'blood_pressure']"
297,Hypertension,269,1.0,2,5.0,3.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'weight_appetite', 'blood_pressure']"
350,Hypertension,23,1.0,3,5.6,7.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
373,Hypertension,22,1.0,3,9.6,5.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision']"
447,Hypertension,3,1.0,3,5.5,4.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
449,Hypertension,82,1.0,2,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
448,Hypertension,238,1.0,2,4.0,2.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
512,Hypertension,82,1.0,2,5.9,34.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure', 'diabetes']"
633,Hypertension,94,1.0,2,2.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
634,Hypertension,12,1.0,2,5.0,1.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
1011,Hypertension,94,1.0,2,8.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
1015,Hypertension,94,1.0,2,9.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
1016,Hypertension,94,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
1018,Hypertension,94,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
1180,Hypertension,20,1.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
1187,Hypertension,9,1.0,1,5.9,8.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
1256,Hypertension,164,1.0,3,9.6,5.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision']"
1349,Hypertension,20,1.0,3,8.3,3.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
1476,Hypertension,22,1.0,3,9.3,6.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision']"
1482,Hypertension,22,1.0,3,6.1,30.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
1485,Hypertension,22,1.0,3,6.7,17.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision', 'weight_appetite']"
1730,Hypertension,20,1.0,3,5.5,4.0,"['gastrointestinal', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'weight_appetite']"
1757,Hypertension,94,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
1808,Hypertension,34,1.0,2,6.9,11.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'systemic', 'weight_appetite']"
1816,Hypertension,238,1.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
1823,Hypertension,22,1.0,3,6.9,15.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'vision', 'weight_appetite']"
1842,Hypertension,269,1.0,2,6.8,5.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
